open_time,open,high,low,close,volume
1520899200,696.52,713.76,680.0,689.94,55735.18315
1520985600,690.16,703.54,585.0,610.1,89904.25415
1521072000,610.1,621.12,570.0,608.83,94426.72453
1521158400,608.83,625.3,584.15,599.05,64720.20994
1521244800,599.03,609.26,544.0,546.95,68022.4592
1521331200,547.9799999999999,560.0,450.0,537.0,248817.226
1521417600,537.39,560.0,515.8,556.88,184798.77062
1521504000,556.88,567.87,515.0,557.0,135426.91549
1521590400,557.0,590.52,545.11,559.17,117019.17321
1521676800,559.15,578.6,516.0,539.92,111106.19916
1521763200,539.78,544.72,506.71,543.03,106416.06746
1521849600,543.2,545.99,518.63,520.22,87710.78945
1521936000,521.17,536.0,512.0,523.74,71903.1713
1522022400,523.95,527.67,465.56,485.0,151084.23688
1522108800,485.0,491.54999999999995,446.0,448.5,138188.76042
1522195200,448.5,466.00000000000006,440.14,446.66999999999996,89895.47885
1522281600,446.07,449.43,380.0,384.0,225341.94316
1522368000,383.87,412.04,366.0,392.43,292254.79437
1522454400,392.4,419.3999999999999,388.52,393.92,167833.59399
1522540800,393.93,399.91,356.9,378.58,150493.99422
1522627200,378.58,394.87,375.0,385.05,113242.14191
1522713600,385.0,419.08,380.13,415.01,137897.55565
1522800000,415.0,416.5,370.0,378.16,140598.39668
1522886400,378.15,387.03,365.61,381.22,120314.05875
1522972800,381.56,385.91,362.54,368.89,74458.69141
1523059200,368.89,394.75,368.28,384.51,71463.42848
1523145600,384.51,404.05,384.00000000000006,400.4,57395.52936
1523232000,400.4,431.99,387.1,399.44,151653.50413
1523318400,399.25,418.68,391.4,416.07,81394.29605
1523404800,415.53,433.5400000000001,410.38,429.52,86706.68627
1523491200,429.9,499.0,412.87999999999994,495.67,249766.38316
1523577600,494.3,530.0,480.22,495.11,251752.08782
1523664000,494.69,515.0,485.58,502.68,121283.3338
1523750400,502.67999999999995,535.0,502.51,533.88,108739.15395
1523836800,533.88,538.0,497.31,511.46,130359.52549
1523923200,512.09,521.2,500.02,502.56,96541.96382
1524009600,502.56,526.99,501.11999999999995,526.09,73161.95251
1524096000,526.49,571.61,521.03,568.14,112235.77328
1524182400,568.14,622.17,556.5,617.09,160209.03951
1524268800,616.8,624.5,570.23,604.87,159364.95353
1524355200,604.87,643.49,589.0,620.92,120127.3728
1524441600,620.67,649.11,618.02,645.09,77475.70793
1524528000,644.58,712.99,643.76,701.58,171437.66972
1524614400,701.16,703.3,593.83,618.0,341439.50428
1524700800,617.73,666.19,600.0,661.51,155754.00815
1524787200,661.51,686.82,635.73,643.46,134803.48389
1524873600,643.41,694.9,638.76,682.8599999999999,113128.36337
1524960000,683.5,700.49,665.28,690.85,110020.23869
1525046400,690.85,695.3000000000001,662.2,670.78,112494.9172
1525132800,670.78,675.6,627.58,672.0,133123.66675
1525219200,671.99,691.99,663.0,688.56,86185.5033
1525305600,688.55,792.08,685.39,779.0,229419.209
1525392000,779.0,810.0000000000001,756.91,785.99,179924.40215
1525478400,785.8,832.66,781.56,819.5,128631.18764
1525564800,819.5,839.99,752.49,794.3,166871.16002
1525651200,794.3,799.14,701.0,752.49,284237.06328
1525737600,753.0,777.0,720.02,748.99,135106.19621
1525824000,748.9899999999999,760.74,710.26,751.75,112353.37758
1525910400,752.4,769.88,720.0,722.5200000000001,102019.29933
1525996800,722.52,737.23,663.0,676.96,216953.54991
1526083200,676.96,690.2,633.2,684.11,166801.07487
1526169600,684.56,742.0,666.31,729.08,136022.39207
1526256000,729.08,743.9,686.0,727.49,183466.9224
1526342400,727.49,740.0,695.0,704.91,127191.21863
1526428800,704.91,712.84,673.52,706.29,118902.46895
1526515200,706.8000000000001,719.25,661.9999999999999,667.62,106723.38375
1526601600,667.62,694.9,656.0,692.6,106541.66307
1526688000,693.26,717.8,682.31,697.0,88828.85641
1526774400,697.0,729.88,688.4,716.16,86004.7409
1526860800,716.16,720.46,688.0,696.7,96085.15451
1526947200,697.1,699.5999999999999,637.3200000000002,640.9900000000001,107059.5769
1527033600,640.8600000000001,669.0,560.0,577.19,257099.77096
1527120000,577.19,612.1,550.0,602.18,195854.62497
1527206400,602.08,617.46,568.7,585.55,118076.26273
1527292800,585.56,607.62,578.32,586.0,77654.12532
1527379200,586.03,592.0,557.43,570.4,97097.26713
1527465600,570.81,576.2,506.11000000000007,511.5,153197.83278
1527552000,511.50000000000006,573.43,510.0,567.36,189082.83788
1527638400,567.09,585.83,541.2,557.19,122132.2701
1527724800,557.87,586.73,552.98,577.81,100101.52276
1527811200,577.81,590.26,564.93,579.0,83840.84162
1527897600,579.0,599.17,572.9,590.85,80258.14719
1527984000,590.85,628.81,590.1,619.66,84123.33235
1528070400,619.66,625.47,580.15,591.02,96339.44507
1528156800,591.02,614.0,570.36,609.05,89053.74351
1528243200,609.29,613.35,593.4,607.4,70152.92117
1528329600,606.68,618.0,598.24,605.16,60174.1888
1528416000,605.2,608.45,593.33,598.68,49228.00755
1528502400,599.29,608.97,591.0,592.87,38908.0653
1528588800,592.44,592.87,501.13,524.11,190350.58429
1528675200,524.64,535.51,508.66,531.69,145813.07819
1528761600,531.08,538.88,482.0,493.0,158223.14812
1528848000,493.0,501.9700000000001,449.06,475.46999999999997,181842.19417
1528934400,475.47,529.0,460.0,519.29,206093.0733
1529020800,519.3,521.0,481.62000000000006,487.4800000000001,160532.53607
1529107200,487.47,503.28,483.72,496.74,131095.45173
1529193600,496.45,507.6,492.7,497.14,117316.93221
1529280000,497.1499999999999,524.48,487.27000000000004,517.95,143826.68272
1529366400,517.77,548.2,510.01,537.97,148148.38064
1529452800,537.68,542.02,515.08,536.49,123892.0424
1529539200,536.34,544.98,521.11,526.18,79862.90544
1529625600,526.32,526.44,450.0,462.09,212659.53437
1529712000,462.4,481.0,455.00000000000006,473.41,94465.26834
1529798400,473.4,475.81,419.53,454.41,198264.10079
1529884800,454.29,474.47,444.37,458.7,122942.1165
1529971200,459.04,460.81,429.0,429.34000000000003,84003.09976
1530057600,429.81,445.94999999999993,420.19,441.64,99156.36437
1530144000,441.36,443.96,416.44999999999993,420.21999999999997,112309.56714
1530230400,420.48,442.0,404.48,434.77,159495.30942
1530316800,434.7699999999999,463.1499999999999,434.50999999999993,454.09000000000003,157169.20242
1530403200,454.2,457.77,443.73,452.1,111226.62846
1530489600,452.14,481.83,444.16,476.25,182585.11018
1530576000,476.32,486.98,457.00000000000006,461.82,186954.55478
1530662400,461.78,482.7,458.02,467.38,101886.20199
1530748800,467.19,480.0,458.8,467.87,125806.0083
1530835200,467.79,475.99999999999994,451.2900000000001,470.47,100428.64802
1530921600,470.48,487.99,461.49999999999994,485.57000000000005,83629.95382
1531008000,485.57,495.97999999999996,482.05,486.77,144703.13626
1531094400,486.55,488.98,468.2,471.71,89532.14109
1531180800,471.73,473.22999999999996,427.69000000000005,432.48,173640.9762
1531267200,432.55000000000007,452.68999999999994,424.20000000000005,444.99,159022.59726
1531353600,444.99,445.36,416.94000000000005,431.14000000000004,181877.07924
1531440000,431.14,442.47,424.62,432.46,150320.32532
1531526400,432.43,440.0,428.26,433.19,122253.69397
1531612800,433.2,455.0,430.52,449.78,140415.27048
1531699200,449.79,480.57,444.0299999999999,478.48999999999995,172440.71343
1531785600,478.48999999999995,512.0,465.29,498.76,215318.06761
1531872000,498.88999999999993,515.47,468.01,479.41,236137.8071
1531958400,479.4,484.15000000000003,462.57,468.57,171308.06705
1532044800,468.69999999999993,471.02000000000004,440.0,449.04,160873.38244
1532131200,449.04,468.96999999999997,441.18,460.23,74259.64067
1532217600,460.23,472.2,454.19,457.47,60684.89595
1532304000,457.46999999999997,469.82000000000005,447.11,450.05,106561.46081
1532390400,450.05000000000007,484.27000000000004,448.4700000000001,479.28,158286.759
1532476800,479.24,485.77,464.0,472.1,170475.54936
1532563200,472.11000000000007,485.0,460.00000000000006,462.64,173976.2192
1532649600,462.17,474.0,455.84000000000003,470.09,198304.79211
1532736000,470.09,472.00000000000006,460.82,469.29,156862.59361
1532822400,468.44,472.0,461.6,466.4,138747.56334
1532908800,466.4,469.79,446.1,456.23,179581.79415
1532995200,456.18999999999994,457.29999999999995,427.0,432.22,214913.57229
1533081600,432.2,434.99,406.55,420.41,209570.0844
1533168000,420.37,425.52,407.42999999999995,410.62,178421.10672
1533254400,410.62000000000006,420.01,396.61000000000007,417.52,201156.61154
1533340800,417.58,419.53,401.86,407.21000000000004,179498.57515
1533427200,407.21,413.24,400.16,408.79,158913.77206
1533513600,408.7699999999999,413.2799999999999,397.08,405.28,166496.42465
1533600000,405.19,412.76000000000005,369.18999999999994,378.21,207706.11078
1533686400,378.2,380.42,347.25,355.48,275047.10788
1533772800,355.47999999999996,369.9,350.51,363.3,244268.20567
1533859200,363.21,365.87,325.95,331.81,264274.13378
1533945600,331.88,332.98,304.45,317.69,335634.67243
1534032000,317.49,327.13,313.42,317.89,135524.79994
1534118400,317.96,321.99,280.68,283.81,307713.22214
1534204800,283.81,283.81,250.0,278.41,485174.37541
1534291200,278.47,304.45,276.3,281.12,438620.64156
1534377600,281.46,298.6,277.55,287.17,235665.2551
1534464000,286.84,318.0,285.0,317.51,342556.46068
1534550400,317.51,321.33,281.79,294.11,384021.38829
1534636800,294.1,307.4,288.2,299.42,288483.44841
1534723200,299.3,304.04,269.5,270.51,219153.78936
1534809600,270.51,285.9,269.7,281.21,224701.57671
1534896000,281.09,298.89,259.5,270.8,403936.78303
1534982400,270.68,280.3,267.55,275.99,277304.60909
1535068800,276.06,283.1,270.22,281.19,271850.21373
1535155200,281.05,282.71,275.99,277.55,253375.49477
1535241600,277.54,277.91,268.69,274.29,232525.9497
1535328000,274.17,288.15,271.59,287.71,281020.64727
1535414400,287.71,298.0,282.66,295.44,318323.28971
1535500800,295.44,297.0,283.55,288.4,324275.47324
1535587200,288.35,291.0,271.88,283.89,336993.14413
1535673600,283.9,289.0,276.59,281.41,302663.37038
1535760000,281.46,302.0,281.34,295.71,294944.4401
1535846400,295.8,299.33,288.87,295.41,153300.06112
1535932800,295.51,296.62,285.99,289.09,274753.70062
1536019200,289.09,292.64,283.0,285.3,330102.19
1536105600,285.18,287.62,227.0,228.53,528734.3196
1536192000,228.28,233.19,212.0,229.7,552996.86567
1536278400,229.73,234.69,213.5,215.22,398379.81741
1536364800,215.19,220.2,190.01,196.71,318859.84904
1536451200,196.87,208.6,185.02,195.81,429255.02592
1536537600,196.13,203.42,187.1,197.15,418489.86663
1536624000,197.22000000000003,200.2,176.16,185.18,476745.79216
1536710400,185.14,185.21999999999997,167.32,183.12,504047.79165
1536796800,183.17000000000002,215.0,183.15,210.68,739503.34051
1536883200,210.91,224.20000000000002,202.6,208.82,833945.82573
1536969600,208.55,227.42,207.64,221.29,441046.52933
1537056000,221.62,223.49999999999997,208.1,220.17,425538.57709
1537142400,220.24,225.0,192.4,196.16,825020.77445
1537228800,196.25,215.47,193.47,208.17,584366.15014
1537315200,208.42,214.84,197.58,209.79,496100.46639
1537401600,209.79,226.68,205.56,224.0,573632.24236
1537488000,224.0,252.11,220.66,247.73,841029.12948
1537574400,247.67,255.13,232.7,241.01,423740.7403
1537660800,241.01,249.73,237.0,244.5,235214.14917
1537747200,244.54000000000002,246.19999999999996,225.3,228.06,350139.1505
1537833600,228.06,228.1,203.61000000000004,219.61999999999998,710650.7097
1537920000,219.49999999999997,223.6,207.5,214.42,613754.27743
1538006400,214.38,233.99999999999997,205.01,229.13,582274.44087
1538092800,229.09999999999997,234.42000000000002,215.53,221.84,618434.62488
1538179200,221.89,237.76999999999998,214.18,231.62,604000.95586
1538265600,231.62,239.0,226.5,232.94,432195.44084
1538352000,233.04,235.88,224.45999999999998,231.61000000000004,322900.46128
1538438400,231.61999999999998,232.50999999999996,223.37,225.68999999999997,401305.32707
1538524800,225.7,226.43,216.51,220.77,275609.26221
1538611200,220.67,227.16,219.49,222.66,158137.42967
1538697600,222.66,231.75,219.35,228.37,137730.35786
1538784000,228.36,228.86,223.15000000000003,225.4,100257.5697
1538870400,225.38999999999996,227.74999999999997,221.48,226.13999999999996,74733.67253
1538956800,226.26,232.7,224.21,230.00999999999996,210989.42202
1539043200,230.01,231.01999999999998,226.56,228.4,100246.1843
1539129600,228.4,228.78,224.05,226.74,122748.21412
1539216000,226.7,226.91,189.01,191.58,497258.82871
1539302400,191.55,201.87000000000003,190.04,196.96,216448.3922
1539388800,196.96,202.78,196.27,201.29999999999998,107215.5262
1539475200,201.39000000000001,203.56,194.33,197.01,110554.19361
1539561600,196.84,239.0,194.6,214.39,973857.7477
1539648000,214.39,219.95,211.55,215.09,145980.09837
1539734400,215.2,216.99,210.0,212.85,153768.85024
1539820800,212.9,215.3,203.53,206.24,150229.60097
1539907200,206.25,208.0,204.21,205.0,254660.48637
1539993600,205.1,209.69,203.56999999999996,207.91,62376.6968
1540080000,207.91,211.99000000000004,206.73999999999998,207.49000000000004,83277.36128
1540166400,207.46,209.3,205.0,206.67,206046.89963
1540252800,206.67,207.8,202.14000000000001,205.85000000000002,112753.0414
1540339200,205.85000000000002,207.95,204.72999999999996,205.35,97128.82698
1540425600,205.35,205.94,202.88,203.93,77411.57217
1540512000,203.84000000000003,209.0,203.0,204.92000000000002,91143.83291
1540598400,204.92000000000002,206.15,203.09,204.45,50235.68329
1540684800,204.45,205.94,203.62000000000003,204.99,44394.83357
1540771200,204.99,205.49,195.28,196.96,118281.82272
1540857600,196.95,198.6,195.91,197.27,83633.81463
1540944000,197.24,201.45000000000002,193.01,198.73,114739.70424
1541030400,198.7,200.94999999999996,197.88,199.95999999999998,86097.98629
1541116800,199.93,203.74,199.33999999999997,202.35,97123.22813
1541203200,202.31,202.69,198.59,200.31,72084.92932
1541289600,200.27,218.76,199.00000000000003,212.10999999999999,182534.6216
1541376000,212.13,213.39,207.62,210.66,141432.1406
1541462400,210.64,221.25,209.11,220.74,197797.49527
1541548800,220.77000000000004,224.8,217.01,219.07,204931.0342
1541635200,219.06,220.78000000000003,212.49,212.79,189828.4945
1541721600,212.79,215.51,209.1,210.77,152215.94686
1541808000,210.78,215.55,209.02,213.25,131384.47893
1541894400,213.27,213.99,209.0,212.54,136268.81156
1541980800,212.6,214.22,210.9,212.89,99963.97203
1542067200,212.91,213.8,209.19999999999996,209.84,114466.36708
1542153600,209.84,210.3,176.16,187.43,434676.16832
1542240000,187.43,190.0,170.99,184.35,452416.10784
1542326400,184.35,185.0,173.0,176.89,241710.34763
1542412800,176.93,177.91,173.94,176.2,144804.70986
1542499200,176.2,182.94,176.1,178.97,141736.32263
1542585600,179.04,179.33,146.47,150.81,596789.83916
1542672000,150.76,154.7,126.95,133.82,996552.28721
1542758400,133.68,142.01,127.15,138.23,718957.78552
1542844800,138.36,140.4,125.64,126.63,334674.07185
1542931200,126.58,128.9,118.56,125.02,504352.24386
1543017600,125.0,130.81,112.32,114.89,471321.56764
1543104000,114.83,122.35000000000001,102.95,118.67,836233.31252
1543190400,118.64999999999999,121.5,106.41,110.68000000000002,679491.73871
1543276800,110.66,114.31,102.36,111.43,524024.40616
1543363200,111.38,126.8,111.37,122.9,578552.74124
1543449600,122.88,124.0,114.78,117.98,478777.39614
1543536000,117.99,120.26,111.09,113.73000000000002,418593.63529
1543622400,113.70999999999998,120.8,111.35,118.10000000000001,330159.06742
1543708800,118.09,120.73,116.0,116.57,273657.6215
1543795200,116.63,116.96,106.70000000000002,108.75999999999999,324446.03324
1543881600,108.76,113.2,106.0,109.94,275321.0063
1543968000,109.92,110.58,102.38000000000001,102.71000000000001,354071.53241
1544054400,102.73,104.68,90.2,91.0,586138.59043
1544140800,91.18,96.9,82.07,93.05,1030073.58467
1544227200,93.06,98.0,84.55,90.38,698217.12529
1544313600,90.39,98.7,88.63,93.26,520519.36023
1544400000,93.26,95.20999999999998,88.11,89.91,408573.02929
1544486400,89.88,91.65,85.83,87.76,339991.84246
1544572800,87.77,91.31,86.63,89.41,285436.04029
1544659200,89.39,90.71,84.71,86.34,331218.30083
1544745600,86.35,87.25,82.2,83.82,318003.73427
1544832000,83.82,85.0,81.79,83.76000000000002,217360.65775
1544918400,83.75,87.64,83.73,84.67,241366.76305
1545004800,84.68,97.0,84.4,94.02,472252.23388
1545091200,94.03,101.3,91.34,100.39,529946.79175
1545177600,100.39,107.55,97.74999999999999,98.74,827748.59096
1545264000,98.73,116.0,97.88,114.04999999999998,859612.57205
1545350400,113.71,118.0,104.76,107.69,666048.71786
1545436800,107.67,115.5,105.38,115.2,405672.83117
1545523200,115.18,131.94,114.91,129.03,936094.1049
1545609600,129.03,157.67,128.8,138.03,1319609.8165
1545696000,138.01,139.26,119.68,127.60000000000001,1076164.12809
1545782400,127.61,135.32,122.51,129.35,794834.05601
1545868800,129.35,131.09,111.22,113.79999999999998,752177.90111
1545955200,113.75,136.66,111.87,135.3,894454.19051
1546041600,135.3,145.42,128.5,132.89,1006654.49844
1546128000,133.0,139.0,127.03,137.77,704259.41614
1546214400,137.81,138.66,128.7,131.45,484604.83962
1546300800,131.45,140.67,130.0,139.1,401776.88797
1546387200,139.1,155.36999999999998,137.76,152.01,941486.31524
1546473600,152.01,153.64,143.11,146.3,708091.31714
1546560000,146.3,154.8,143.54,151.97,805248.93821
1546646400,152.08,159.26,151.2,152.83,773169.13736
1546732800,152.83,157.4,147.51,153.86,627908.47366
1546819200,153.89,155.48,147.86,149.34,424765.30258
1546905600,149.29,151.65,145.2,147.6,441661.06778
1546992000,147.62,151.5,146.77,148.1,299443.563
1547078400,148.11,149.45,120.99999999999999,124.95,871751.75038
1547164800,124.96000000000001,127.36,120.08,124.64999999999999,545293.98369
1547251200,124.67,126.19000000000001,121.99999999999999,123.35000000000001,300262.13404
1547337600,123.35,124.25,111.86999999999999,114.16,422561.96777
1547424000,114.17,130.05,113.94,126.95,546420.40854
1547510400,126.95000000000002,129.4,116.0,118.95000000000002,649020.5297
1547596800,118.93,126.88,118.52,121.48,513486.65472
1547683200,121.49,122.98999999999998,116.8,121.53999999999999,447535.22716
1547769600,121.56,121.98,117.66,119.17,235646.684
1547856000,119.16,125.29,119.14,122.59999999999998,323303.79296
1547942400,122.61,123.32,115.68,117.47000000000001,451792.85352
1548028800,117.56,118.49999999999999,113.61,115.62999999999998,303632.93463
1548115200,115.61999999999999,119.49,111.39000000000001,117.81000000000002,359542.63873
1548201600,117.79999999999998,118.94999999999999,114.8,116.44,230247.61578
1548288000,116.4,117.15,113.61000000000001,116.39,216242.29829
1548374400,116.40000000000002,117.5,114.3,115.11,198617.08108
1548460800,115.13,118.0,115.0,115.33999999999999,146216.82819
1548547200,115.32,116.15,111.04,112.05,247369.60555
1548633600,112.04,112.87,100.91,105.5,566205.78288
1548720000,105.49,106.61,102.22,104.45,319768.91348
1548806400,104.41,109.80000000000001,103.45,108.29000000000002,330968.19265
1548892800,108.29,110.61,105.46,106.44,290679.61935
1548979200,106.47,108.35,103.77,106.73,243149.88435
1549065600,106.71,111.15,106.07,110.42,186908.7573
1549152000,110.41,111.11,105.82,107.36,227211.54064
1549238400,107.33,109.3,106.57,107.68,160850.10293
1549324800,107.65,108.18000000000002,106.47,107.27,159730.1886
1549411200,107.28,107.83,101.21,104.49999999999999,337204.30254
1549497600,104.49,106.18,103.82,104.48,147942.07683
1549584000,104.48,123.0,103.41,119.25,589950.64925
1549670400,119.32,121.99,117.64,119.19,328067.9574
1549756800,119.19,126.48999999999998,115.81,125.12,385819.09619
1549843200,125.12,125.27999999999999,119.24,120.89,389405.30404
1549929600,120.88,123.89,118.18,122.40999999999998,343765.66987
1550016000,122.40000000000002,126.47,120.7,121.86,317827.31956
1550102400,121.86000000000001,124.50000000000001,120.1,120.41999999999999,297205.78738
1550188800,120.47,124.25,120.19,121.67,255296.0814
1550275200,121.66,124.99,121.53999999999999,122.66999999999999,215320.70134
1550361600,122.67,135.61,122.42999999999999,133.75,614788.60078
1550448000,133.77,148.3,132.42,145.69,1079830.1502
1550534400,145.69,150.0,142.36,143.44,747968.90445
1550620800,143.45,149.52,139.6,148.44,614303.61007
1550707200,148.42,149.61,142.7,145.69,447364.40873
1550793600,145.68,148.85,143.85,147.36,366251.18542
1550880000,147.4,159.6,145.78,157.79,588183.72896
1550966400,157.75,166.0,131.7,132.1,1260506.80672
1551052800,132.1,141.55,131.89,137.87,801147.09543
1551139200,137.88,138.41,133.72,136.22,432944.17033
1551225600,136.22,140.29,126.83999999999999,135.02,567202.61035
1551312000,135.03,139.0,132.1,135.34,579327.31749
1551398400,135.32,137.95,134.9,135.32,302632.02831
1551484800,135.32,136.12,130.03,132.56,297005.28093
1551571200,132.54,134.6,128.01,130.6,222453.2859
1551657600,130.6,131.11,122.6,125.65,403947.79445
1551744000,125.68,137.84,125.19,136.72000000000003,512631.23178
1551830400,136.71,140.29,133.33,137.4,428826.87415
1551916800,137.37,140.2,135.2,136.81,307336.4931
1552003200,136.82,139.34,130.62,133.52,330283.58233
1552089600,133.51,138.65,132.93,137.27,279861.12049
1552176000,137.27,137.5,134.0,135.37,203965.16815
1552262400,135.37,136.15,131.0,132.67,264587.00683
1552348800,132.67,135.3,130.77,133.57,194905.96843
1552435200,133.62,133.65,130.58,131.65,209456.09848
1552521600,131.69,135.11,128.52,132.2,258413.81868
1552608000,132.24,137.62,132.18,136.56,295832.26562
1552694400,136.6,144.47,136.51,140.92,474664.10197
1552780800,140.94,141.07,137.2,138.67,252697.08148
1552867200,138.67,142.01,136.1,137.59,281718.96195
1552953600,137.62,139.38,136.97,138.55,218577.45208
1553040000,138.56,139.66,136.01,139.01,222883.51754
1553126400,139.04,139.55,131.21,134.85,312531.39368
1553212800,134.85,137.2,134.29,135.98,186119.74745
1553299200,135.92,138.21,135.6,137.28,174710.43059
1553385600,137.28,137.37,134.75,136.09,198490.45124
1553472000,136.12,136.83,131.6,133.98,230880.285
1553558400,133.97,134.74,132.27,134.18,183139.11426
1553644800,134.14,140.14,133.84,139.45,317167.45325
1553731200,139.46,139.57,137.3,137.86,163185.6991
1553817600,137.85,143.6,137.62,143.25,235853.0454
1553904000,143.25,145.89,140.06,142.46000000000004,254798.70067
1553990400,142.44,142.5,140.42,141.38,142469.21171
1554076800,141.41,143.08,139.57,141.24,234310.19161
1554163200,141.24,165.6,141.0,163.31,906868.8586
1554249600,163.26,177.81,149.23,159.96,1345344.53845
1554336000,159.96,164.0,152.8,157.36,686080.95248
1554422400,157.33,167.83,155.94,164.77,516070.34553
1554508800,164.84,172.77,159.2,165.5,528168.33297
1554595200,165.56,175.43,164.05999999999997,174.21,465507.52497
1554681600,174.29,185.87,170.9,178.71999999999997,873410.07285
1554768000,178.71,179.17,171.05,174.6,431986.36108
1554854400,174.58,183.77,168.0,177.12,523943.20498
1554940800,177.12,177.48,158.27,164.07,661305.30321
1555027200,164.06,166.5,158.11,163.19,316337.87823
1555113600,163.2,165.37,160.74,162.99,179237.74574
1555200000,162.99,168.11,161.2,167.23,186977.66211
1555286400,167.21,168.81,155.7,159.95,351548.9079
1555372800,159.90999999999997,166.73,159.41,165.37,240370.50441
1555459200,165.41,167.28,163.78,165.75,227841.54981
1555545600,165.75,175.2,165.04,173.33,396118.94407
1555632000,173.34,173.55,168.59,172.64,320541.72166
1555718400,172.66,176.97,169.87,172.88,253596.48407
1555804800,172.89,173.48,164.82,168.59,283450.43943
1555891200,168.59,172.3,167.0,170.52,269868.39876
1555977600,170.52,175.83,167.78,169.16,363523.34531
1556064000,169.14999999999998,169.87,159.26,164.78,426497.04153
1556150400,164.78000000000003,165.49,150.35,154.72,422657.03239
1556236800,154.7,162.56,151.40000000000003,157.95,500355.86283
